Ext.ID	Museum	Sampling.date	Catalogue.accession	Species	Collection.notes	Sex	Age	Year	Country	Region	Locality	Oral.health	Appearance	Sampling.comments	Ext.Date	Sample.weight.g.	Pigmented_extract	Qubit.concentration.ng.ul.	LP.date	Extract.vol.used	LP.copies	Ind.date	LP.vol.used	Ind.cycles	Ind.copies	Pool	Pooled.volume.ul.	Instrument.model	Common.name	habitat.general	order	Species_Lintulaakso_et_al	diet_cluster_name	diet_quality	cp	ee	cf	ash	nfe	calculated_species_main_diet	raw_count	unmapped_count	mapped_count	host_count	human_count	unmapped_avlength	mapped_avlength	p_Sediment.Soil	p_Skin	p_aOral	p_mOral	p_Unknown	classified	unclassified	Bacteria	Archaea	Eukaryota	Viruses	species_raw	is.blank	failed.repeated	combined.sample	Sample.weight.ug	DNA_input_ng	libraries_input_copies	theor_ind_copies
RM_102	RMCA	20230328	1986.044-M-0005	Gorilla beringei	Collector: univ. kisangani fac. sciences 	male	M3	collected 1980 - 1984	Congo (DR)		Mungele				20230605	0.016	FALSE	3.16	20230613	20	1070000	20230616	18	10	1.15e+10	Pool C	4	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	6496266	5770543	26509	5951	20558	64.1	69.22	24.9	4.6	7.9	9.5	53.1	18.4	81.6	18.3	0	0.04	0	8279	FALSE	FALSE	FALSE	16	63.2	19260000	19722240000
RM_103	RMCA	20230328	1986.044-M-0008	Gorilla beringei	Collector: univ. kisangani fac. sciences 	female	M3	collected 1980 - 1984	Congo (DR)		Mungele				20230613	0.006	FALSE	3.28	20230619	20	1820000	20230621	18	12	3.22e+10	Pool B	3	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	10285863	8933408	48481	26470	22011	62.7	53.53	30.6	4.7	13.8	15	35.9	21.9	78.1	21.8	0	0.05	0	8371	FALSE	FALSE	FALSE	6	65.6	32760000	134184960000
RM_104	RMCA	20230328	1986.044-M-0009	Gorilla beringei	Collector: univ. kisangani fac. sciences 	female	M3	collected 1980 - 1984	Congo (DR)		Mungele				20230803	0.018	FALSE	2.33	20230816	20	3.19e+08	20230907	12	11	5.16e+10	Pool A	3	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	11958783	9844484	41810	25839	15971	58.01	47.94	18.8	2.8	11.9	9.3	57.2	9.9	90.1	9.8	0	0.02	0	8490	FALSE	FALSE	FALSE	18	46.6	3.828e+09	7.839744e+12
RM_105	RMCA	20230328	1986.044-M-0010	Gorilla beringei	Collector: univ. kisangani fac. sciences 	male	M3	collected 1980 - 1984	Congo (DR)		Kasese				20230803	0.02	FALSE	4.28	20230816	20	3.97e+08	20230908	12	11	4.72e+10	Pool A	3	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	5742834	4849683	16243	10794	5449	53.4	48.64	3.4	3.3	41.4	37.2	14.7	10.5	89.5	10.4	0	0.02	0	7741	FALSE	FALSE	FALSE	20	85.6	4.764e+09	9.756672e+12
RM_106	RMCA	20230328	1986.044-M-0011	Gorilla beringei	Collector: univ. kisangani fac. sciences 	male	M3	collected 1980 - 1984	Congo (DR)		Kasese			lots of glue	20230803	0.017	FALSE	3.77	20230816	20	2.6e+08	20230907	12	11	7.45e+10	Pool A	3	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	11249299	8538436	1319850	936007	383843	60.53	53.68	4.4	5.2	21.5	35.5	33.4	9.7	90.3	8.4	0	1.34	0	7821	FALSE	FALSE	FALSE	17	75.4	3.12e+09	6.38976e+12
RM_107	RMCA	20230328	1986.044-M-0014	Gorilla beringei	Collector: univ. kisangani fac. sciences 	male	M3	collected 1980 - 1984	Congo (DR)		Kasese				20230803	0.014	FALSE	5.81	20230816	20	1.6e+08	20230907	12	11	6.2e+10	Pool A	3	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	9822882	8415452	59193	21905	37288	62.53	55.99	26.5	5.1	6.1	4.6	57.7	22.1	77.9	22	0	0.06	0	8265	FALSE	FALSE	FALSE	14	116.2	1.92e+09	3.93216e+12
RM_108	RMCA	20230328	1986.044-M-0017	Gorilla beringei	Collector: univ. kisangani fac. sciences 	male	M3	collected 1980 - 1984	Congo (DR)		Kasese				20230803	0.019	FALSE	18.5	20230816	20	4.82e+08	20230908	12	11	3.79e+10	Pool B	2	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	5747456	4987027	60340	38600	21740	61.12	51.26	27.9	6.9	10	12.7	42.5	27.6	72.4	27.4	0	0.1	0	7881	FALSE	FALSE	FALSE	19	370	5.784e+09	1.1845632e+13
RM_109	RMCA	20230328	1986.044-M-0015	Gorilla beringei	Collector: univ. kisangani fac. sciences 	male	M4	collected 1980 - 1984	Congo (DR)		Kasese			difficut to sample. Some kind of film?	20230803	0.026	FALSE	5.89	20230816	20	67300000	20230908	12	11	3.22e+10	Pool B	3	Illumina NovaSeq X Plus	Eastern gorilla	Terrestrial	Primates	Gorilla beringei	Browser	4.5	12.60358	2.84532	19.11319	12.78136	52.65655	Herbivore	2228155	1999955	21896	14514	7382	66.78	55.33	27.5	13	6.8	5.8	46.8	35.7	64.3	35.5	0	0.09	0	6760	FALSE	FALSE	FALSE	26	117.8	807600000	1653964800000
RM_112	RMCA	20230328	35107	Equus burchellii	Collector: Vandromme 	male	M1	1966	Rwanda		Gabiro				20230710	0.017	TRUE	5.83	20230809	4	2.3e+08	20230907	12	11	3.79e+10	Pool B	2	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	7748022	6901301	168450	161840	6610	56.08	61.58	6.6	6.1	21.3	19.9	46.1	12	88	11.9	0	0.1	0	8780	FALSE	FALSE	FALSE	17	23.32	2.76e+09	5.65248e+12
RM_113	RMCA	20230328	11335	Equus burchellii	Collector: de Witte 	female	pd4	1931	Congo (DR)		Kiato			difficult to sample, fine powder, "indented" on tooth	20230710	0.012	FALSE	9.43	20230712	20	1.11e+09	20230818	18	11	8.15e+10	Pool A	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	10991949	9863676	164932	161070	3862	67.89	61.27	5	5.3	18.1	34.5	37.1	20	80	19.9	0	0.03	0	7122	FALSE	FALSE	FALSE	12	188.6	1.998e+10	4.091904e+13
RM_114	RMCA	20230328	35545	Equus burchellii	Collector: Vandromme 	male	M2	1966	Rwanda		Gabiro				20230710	0.019	TRUE	4.68	20230809	5	2.28e+08	20230907	12	11	8.74e+09	Pool C	4	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	4367832	4098633	1772	1477	295	55.27	47.9	5.5	5	22	22.4	45.2	17	83	17	0	0	0	7396	FALSE	FALSE	FALSE	19	23.4	2.736e+09	5.603328e+12
RM_115	RMCA	20230328	1977.053-M-0017	Equus burchellii	Collector: Vandromme 	?	M2C	1977	Rwanda		Gabiro				20230710	0.015	TRUE	7.46	20230809	10	2.81e+08	20230907	12	11	3880		NA		Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	15	74.6	3.372e+09	6.905856e+12
RM_116	RMCA	20230328	13838	Equus burchellii	Collector: Van den Berghe 	male	M3C	1936	Rwanda		Katodjo				20230710	0.024	TRUE	2.41	20230809	10	2.35e+08	20230907	12	11	3.32e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	10079413	9181045	84519	81754	2765	55.76	52.16	4.9	3.1	21	20.1	51	6.8	93.2	6.7	0.1	0.01	0	8598	FALSE	FALSE	FALSE	24	24.1	2.82e+09	5.77536e+12
RM_117	RMCA	20230328	1153	Equus burchellii	Collector: Bayer 	?	M3C	<1912	Kenya		Tsavo				20230726	0.022	TRUE	14.6	20230809	10	2.16e+08	20230907	12	11	2.91e+09	Pool C	4	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	475743	411330	293	214	79	44.93	40.43	1	7.9	37.5	37.6	16.1	4.4	95.6	4.4	0	0.01	0	2377	FALSE	FALSE	FALSE	22	146	2.592e+09	5.308416e+12
RM_118	RMCA	20230328	13840	Equus burchellii	Collector: Van den Berghe 	?	pd4	1936	Rwanda		Katodjo			soft; difficult to sample	20230828	0.014	TRUE	3.37	20230830	20	1.8e+08	20230920_7-7	12	11	2.39e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	10412805	7034875	1561190	1551599	9591	56.79	52.1	3.7	15	11.7	33.7	36	21.6	78.4	21.5	0	0.08	0	7599	FALSE	FALSE	FALSE	14	67.4	2.16e+09	4.42368e+12
RM_119	RMCA	20230328	3608	Equus burchellii	Collector: Bayer 	?	M3	1914	Kenya		Camp junction				20230608	0.027	FALSE	8.7	20230613	20	841000	20230622	18	11	1530000		NA		Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	27	174	15138000	31002624000
RM_120	RMCA	20230328	32795	Equus burchellii	Collector: Vandromme 	male	M3C	1964	Rwanda		Gabiro				20230808	0.017	TRUE	8.09	20230811	10	1.01e+08	20230904	12	11	4.7e+08	Pool D	5	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	406084	204300	1776	1705	71	44.25	42.68	0	0	0	0	100	7.2	92.8	7.1	0	0.01	0	1701	FALSE	FALSE	FALSE	17	80.9	1.212e+09	2.482176e+12
RM_121	RMCA	20230328	1978.026-M-0005	Equus burchellii	Collector: Vandromme 	?	M3C	<1978	Rwanda		Akagera				20230726	0.027	TRUE	22.9	20230809	10	20400000	20230907	12	11	4.92e+09	Pool C	4	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	972944	849092	54905	54139	766	50.5	50.35	6.5	4.3	16.2	17.4	55.5	9.8	90.2	9.7	0	0.04	0	4155	FALSE	FALSE	FALSE	27	229	244800000	501350400000
RM_122	RMCA	20230328	11426	Equus burchellii	Collector: de Witte 	?	pd4	1928	Congo (DR)		Luapula			encrusted plant matter, maybe unusable for microbiome	20230828	0.007	FALSE	1.15	20230830	20	2.61e+08	20230920_7-7	12	11	4.84e+10	Pool A	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	8272907	3642887	1538971	1513858	25113	57.06	56.09	0.6	2.9	10.2	13.8	72.7	5.7	94.3	5.3	0	0.39	0	5543	FALSE	FALSE	FALSE	7	23	3.132e+09	6.414336e+12
RM_123	RMCA	20230328	1977.053-M-0018	Equus burchellii	Collector: Vandromme 	?	M3C	1977	Rwanda		Gabiro				20230726	0.02	TRUE	24.6	20230831	4	1.97e+08	20230906	12	11	4.74e+10	Pool A	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	7492872	6958067	15954	15366	588	65.62	59.26	5.9	2.9	18.9	17.6	54.6	10.3	89.7	10.2	0.1	0.01	0	8881	FALSE	FALSE	FALSE	20	98.4	2.364e+09	4.841472e+12
RM_124	RMCA	20230328	17456	Equus burchellii	Collector: Deflines 	male	M3C	<1946	Rwanda		Akagera vallei				20230726	0.019	TRUE	13.5	20230831	10	4.93e+08	20230906	12	11	6.76e+09	Pool C	2	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	1234707	1068449	328	221	107	45.45	41.01	8	7.7	27.3	30.8	26.3	5	95	5	0	0	0	4064	FALSE	FALSE	FALSE	19	135	5.916e+09	1.2115968e+13
RM_125	RMCA	20230328	1759	Equus burchellii	Collector: Adler 	male	M3C	<1913	Congo (DR)		Kibarras plateau				20230726	0.019	FALSE	4.9	20230831	20	2.82e+08	20230906	12	11	6.35e+10	Pool A	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	12797648	9773511	1026832	991167	35665	54.76	51.97	5.5	10.5	13.8	15.2	55	17.9	82.1	17.7	0	0.16	0	8607	FALSE	FALSE	FALSE	19	98	3.384e+09	6.930432e+12
RM_126	RMCA	20230329	32796	Equus burchellii	Collector: Vandromme 	male	M3C	1964	Rwanda		Gabiro				20230808	0.017	TRUE	9.56	20230811	10	77500000	20230904	12	11	1.15e+10	Pool C	4	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	2469321	2357419	5249	5050	199	64.05	57.77	5.4	3.7	24.3	22.7	43.8	11.6	88.4	11.5	0.1	0.01	0	7049	FALSE	FALSE	FALSE	17	95.6	9.3e+08	1.90464e+12
RM_127	RMCA	20230328	13837	Equus burchellii	Collector: Van den Berghe 	male	M3C	1936	Rwanda		Katodjo			difficult to sample; maybe not enough	20230828	0.016	TRUE	10.4	20230830	20	1.99e+08	20230920_7-7	12	11	2.26e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	10647248	9062613	588541	579912	8629	59.14	51.54	4.3	14.9	11.5	15.2	54	25	75.1	24.9	0	0.05	0	8519	FALSE	FALSE	FALSE	16	208	2.388e+09	4.890624e+12
RM_128	RMCA	20230329	1977.053-M-0019	Equus burchellii	Collector: Vandromme 	?	M3C	1977	Rwanda		Gabiro			big plaques	20230726	0.026	TRUE	16	20230831	5	1.39e+08	20230906	12	11	2.72e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	6806783	6561187	45514	44586	928	71.26	65.72	6.2	3.3	17.9	18.3	54.3	12.3	87.7	12.2	0.1	0.02	0	8802	FALSE	FALSE	FALSE	26	80	1.668e+09	3.416064e+12
RM_129	RMCA	20230329	1253	Equus burchellii	Collector: Sharp 	female	M3C	1912	Congo (DR)		Kitangala				20230608	0.028	FALSE	12.6	20230613	20	1840000	20230616	18	10	1.3e+09	Pool C	4	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	475454	426259	10783	10474	309	53.96	55.46	0.3	11.3	9.2	23.7	55.4	13.3	86.8	13.2	0	0.03	0	3438	FALSE	FALSE	FALSE	28	252	33120000	33914880000
RM_130	RMCA	20230329	34824	Equus burchellii	Collector: Vandromme 	male	M3C	1966	Rwanda		Gabiro				20230726	0.02	TRUE	10.8	20230831	5	3.32e+08	20230906	12	11	2.47e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	6579915	3246624	3044449	3026966	17483	60.06	64.08	3.1	8.9	20.9	19.6	47.5	18.5	81.5	16.6	0	1.75	0	7495	FALSE	FALSE	FALSE	20	54	3.984e+09	8.159232e+12
RM_131	RMCA	20230329	2680	Equus burchellii	Collector: ministerie van colonieen 	?	M1	<1914	Congo (DR)		Kapiri			maybe not enough; soft and difficult to sample	20230726	0.017	TRUE	6.01	20230831	10	99300000	20230906	12	11	4.06e+10	Pool B	2	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	7623021	6544874	53520	47264	6256	55.12	50.99	4.1	12.3	16.9	16.6	50.1	24.6	75.4	24.5	0	0.07	0	7798	FALSE	FALSE	FALSE	17	60.1	1191600000	2440396800000
RM_133	RMCA	20230329	1978.026-M-0006	Equus burchellii	Collector: Vandromme 	?	M2	<1978	Rwanda		Akagera				20230726	0.02	FALSE	37.3	20230831	10	7.88e+08	20230906	12	11	9.34e+10	Pool A	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	15259746	13482001	781409	774054	7355	64.05	62.38	6.8	16.5	6.7	10.4	59.7	50.5	49.5	50.3	0	0.14	0	9022	FALSE	FALSE	FALSE	20	373	9.456e+09	1.9365888e+13
RM_135	RMCA	20230329	1977.053-M-0020	Equus burchellii	Collector: Vandromme 	?	M3C	1977	Rwanda		Gabiro				20230726	0.028	FALSE	12.6	20230801	20	3.31e+08	20230905	12	11	5.06e+08	Pool D	5	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	53483726	47811668	258660	104620	154040	49.82	46.42	8.7	7.2	12.2	12.9	59	12.4	87.7	12.2	0	0.12	0	10098	FALSE	FALSE	FALSE	28	252	3.972e+09	8.134656e+12
RM_136	RMCA	20230329	1978.026-M-0007	Equus burchellii	Collector: Vandromme 	?	M3C	<1978	Rwanda		Akagera				20230726	0.028	TRUE	24.7	20230831	4	2.28e+08	20230906	12	11	5.03e+10	Pool A	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	10380241	9409049	107983	102327	5656	53.23	50.38	5.4	2.6	19.2	15	57.8	4.9	95.1	4.8	0	0.01	0	8605	FALSE	FALSE	FALSE	28	98.8	2.736e+09	5.603328e+12
RM_137	RMCA	20230329	38126	Equus burchellii	Collector: Vandromme 	male	M3C	<1972	Rwanda		?				20230726	0.019	TRUE	12.2	20230801	10	2.99e+08	20230905	12	11	4.17e+09	Pool C	4	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	22993997	19641458	1207922	1199125	8797	58.89	58.94	5.2	6.8	15.9	15.9	56.2	10.6	89.5	10.4	0	0.06	0	9452	FALSE	FALSE	FALSE	19	122	3.588e+09	7.348224e+12
RM_138	RMCA	20230329	35100	Equus burchellii	Collector: Vandromme 	male	M3C	1966	Rwanda		Gabiro				20230808	0.017	TRUE	12.4	20230811	10	1.31e+08	20230904	12	11	2.25e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	5003361	4321832	44790	43815	975	62.4	63.1	5.6	3.8	20.9	21.8	47.9	10.4	89.6	10.3	0.1	0.03	0	8314	FALSE	FALSE	FALSE	17	124	1.572e+09	3.219456e+12
RM_139	RMCA	20230329	11722	Equus burchellii	Collector: Genot 	?	M2C	1932	Congo (DR)		Kasiki				20230608	0.015	FALSE	7.95	20230613	20	929000	20230622	18	11	1370000		NA		Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	15	159	16722000	34246656000
RM_140	RMCA	20230329	33519	Equus burchellii	Collector: Vandromme 	male	M3C	1964	Rwanda		Gabiro				20230808	0.014	TRUE	9.31	20230811	10	1.52e+08	20230904	12	11	2.09e+10	Pool B	3	Illumina NovaSeq X Plus	Plains zebra	Terrestrial	Perissodactyla	Equus burchellii	Grazer	3.6	10.49486	2.50168	29.30311	8.30043	49.3999	Herbivore	6898156	5400017	118765	108989	9776	54.75	51.18	5.3	4.3	20.3	19.4	50.6	8.9	91.1	8.6	0.1	0.18	0	8145	FALSE	FALSE	FALSE	14	93.1	1.824e+09	3.735552e+12
RM_142	RMCA	20230329	25673	Giraffa camelopardalis	Collector: Poll 	?	M3P4	<1957	Congo (DR)		Gangala Na Bodio				20230713	0.027	TRUE	6.45	20230809	10	40200000	20230907	12	11	1.79e+10	Pool B	3	Illumina NovaSeq X Plus	Reticulated giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	4129769	2949464	114775	113377	1398	43.38	46.64	9.1	5.4	33.2	25.2	27.2	10.5	89.5	10.5	0	0.02	0	5509	FALSE	FALSE	FALSE	27	64.5	482400000	987955200000
RM_143	RMCA	20230329	25672	Giraffa camelopardalis	Collector: Poll 	?	M3P4	<1957	Congo (DR)		Gangala Na Bodio				20230713	0.026	TRUE	4.81	20230809	5	108000		NA	NA	NA		NA		Reticulated giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	26	24.05	NA	NA
RM_144	RMCA	20230329	3747	Giraffa camelopardalis	Collector: de Calonne 	male	M3	1914	Congo (DR)		Kapili				20230803	0.023	TRUE	9.42	20230816	5	1.4e+07	20230907	12	11	1.21e+10	Pool C	4	Illumina NovaSeq X Plus	Reticulated giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	5473196	4247111	257498	251621	5877	51.74	52.19	7.6	5	27.2	19.7	40.4	13.9	86.1	13.8	0	0.08	0	6474	FALSE	FALSE	FALSE	23	47.1	1.68e+08	3.44064e+11
RM_145	RMCA	20230329	3709	Giraffa camelopardalis	Collector: Lebrun 	male	M3P4		Congo (DR)		Aiwa				20230814	0.022	TRUE	7.61	20230821	10	91300000	20230908	12	11	1.2e+10	Pool C	4	Illumina NovaSeq X Plus	Reticulated giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	2367762	1685442	22914	22378	536	42.77	42.36	8	4.6	36.9	27.3	23.3	10.8	89.3	10.7	0	0.01	0	3901	FALSE	FALSE	FALSE	22	76.1	1095600000	2243788800000
RM_146	RMCA	20230329	25548	Giraffa camelopardalis	Collector: Poll 	male	M3P4	1956	Congo (DR)		Gangala Na Bodio				20230814	0.024	TRUE	3.22	20230821	10	5150000	20230908	12	11	1.08e+09	Pool C	4	Illumina NovaSeq X Plus	Reticulated giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	1212822	724434	7632	7395	237	43.68	47.29	4.4	9.3	17.3	19.6	49.4	11.4	88.6	11.4	0	0.02	0	2358	FALSE	FALSE	FALSE	24	32.2	61800000	126566400000
RM_147	RMCA	20230329	2213	Syncerus caffer	Collector: Christy 	female	M2W	1912	Congo (DR)		Makala				20230808	0.021	TRUE	4.42	20230811	20	4200000	20230905	12	11	2.56e+08	Pool D	5	Illumina NovaSeq X Plus	African buffalo	Terrestrial	Artiodactyla	Syncerus caffer	Grazer	3.9	10.14996	2.59276	30.57153	7.42786	49.25788	Herbivore	18571831	11660983	105873	100033	5840	46.75	46.29	6.9	2.8	20.6	16.7	53	6.7	93.3	6.7	0	0.03	0	7463	FALSE	FALSE	FALSE	21	88.4	50400000	103219200000
RM_148	RMCA	20230329	6038	Syncerus caffer	Collector: Pilette 	?	M3W	<1898	Congo (DR)		?				20230808	0.025	FALSE	4.05	20230811	20	150000		NA	NA	NA		NA		African buffalo	Terrestrial	Artiodactyla	Syncerus caffer	Grazer	3.9	10.14996	2.59276	30.57153	7.42786	49.25788	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	25	81	NA	NA
RM_149	RMCA	20230329	2501	Syncerus caffer	Collector: Christy 	male	M3W	1913	Congo (DR)		Mawambi				20230808	0.025	FALSE	7.9	20230811	20	897000	20230920_remainder	12	14	8.15e+09	Pool C	4	Illumina NovaSeq X Plus	African buffalo	Terrestrial	Artiodactyla	Syncerus caffer	Grazer	3.9	10.14996	2.59276	30.57153	7.42786	49.25788	Herbivore	986944	696282	14868	14283	585	45.79	50.25	4.9	1.6	19.6	7.2	66.8	10.5	89.5	10.4	0.1	0.03	0	2669	FALSE	FALSE	FALSE	25	158	10764000	176357376000
RM_150	RMCA	20230329	2248	Syncerus caffer	Collector: Maes 	?	M3W	<1913	Congo (DR)		Kapanda			soft	20230808	0.011	TRUE	2.61	20230811	20	94700		NA	NA	NA		NA		African buffalo	Terrestrial	Artiodactyla	Syncerus caffer	Grazer	3.9	10.14996	2.59276	30.57153	7.42786	49.25788	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	11	52.2	NA	NA
RM_151	RMCA	20230329	6045	Syncerus caffer	Collector: Pilette 	?	M3	<1898	Congo (DR)		?				20230808	0.021	TRUE	6.66	20230811	20	1160000	20230905	12	11	64900000	Pool D	5	Illumina NovaSeq X Plus	African buffalo	Terrestrial	Artiodactyla	Syncerus caffer	Grazer	3.9	10.14996	2.59276	30.57153	7.42786	49.25788	Herbivore	6267039	4899469	75667	73811	1856	44.78	49.37	5.8	3	20.7	19.1	51.3	10.5	89.5	10.5	0	0.01	0	6504	FALSE	FALSE	FALSE	21	133.2	13920000	28508160000
